Date,Open,High,Low,Close,TD Reference Close Up,TD Reference Close Down
13/10/17 14:00,136.35,136.47,136.3,136.43,,136.18
13/10/17 13:00,136.33,136.46,136.25,136.35,,136.13
13/10/17 12:00,136.19,136.36,136.19,136.32,,136.04
13/10/17 11:00,136.19,136.36,136.19,136.2,,136.04
13/10/17 10:00,136.14,136.26,136.07,136.18,,135.84
13/10/17 09:00,136.11,136.19,136.07,136.13,,135.84
13/10/17 08:00,136.05,136.29,135.94,136.12,,135.84
13/10/17 07:00,135.77,136.09,135.75,136.04,135.88,
12/10/17 17:00,135.85,135.9,135.82,135.84,135.88,135.65
12/10/17 16:00,135.88,135.88,135.75,135.85,,135.45
12/10/17 15:00,135.87,135.94,135.81,135.88,,135.45
12/10/17 14:00,135.64,135.95,135.64,135.86,,135.45
12/10/17 13:00,135.75,135.79,135.6,135.65,,135.45
12/10/17 12:00,135.51,135.77,135.51,135.75,135.61,135.45
12/10/17 11:00,135.45,135.54,135.41,135.51,135.61,135.18
12/10/17 10:00,135.55,135.58,135.35,135.45,135.61,135.18
12/10/17 09:00,135.57,135.61,135.47,135.55,135.61,135.18
12/10/17 08:00,135.62,135.71,135.53,135.57,,135.18
12/10/17 07:00,135.17,135.61,135.13,135.61,135.26,134.94
11/10/17 17:00,135.26,135.26,135.19,135.22,,134.94
11/10/17 16:00,135.18,135.33,135.16,135.26,,134.94
11/10/17 15:00,134.95,135.21,134.95,135.18,135,134.84
11/10/17 14:00,135,135.04,134.93,134.94,,134.84
11/10/17 13:00,134.99,135.08,134.95,135,135.17,134.84
11/10/17 12:00,134.84,135.04,134.81,134.99,135.17,
11/10/17 11:00,134.99,135.03,134.82,134.84,135.17,134.73
11/10/17 10:00,135.05,135.09,134.97,134.99,135.17,134.73
11/10/17 09:00,135.18,135.19,135.03,135.05,,134.73
11/10/17 08:00,135.03,135.2,134.92,135.17,135.12,134.73
11/10/17 07:00,135.14,135.27,135.01,135.03,,134.73
10/10/17 17:00,134.94,135.12,134.93,135.12,135.06,134.68
10/10/17 16:00,134.92,134.96,134.83,134.94,135.06,134.68
10/10/17 15:00,134.73,135.02,134.72,134.92,135.06,134.68
10/10/17 14:00,134.68,134.8,134.63,134.73,135.06,
10/10/17 13:00,134.89,134.92,134.64,134.68,135.08,
10/10/17 12:00,135.06,135.07,134.81,134.89,135.08,134.95
10/10/17 11:00,134.95,135.14,134.95,135.06,135.1,
10/10/17 10:00,135.08,135.13,134.95,134.95,135.1,135.05
10/10/17 09:00,135.07,135.12,134.96,135.08,135.11,135.05
10/10/17 08:00,135.09,135.09,134.79,135.07,135.11,135.05
10/10/17 07:00,135.1,135.13,134.98,135.1,135.14,135.05
09/10/17 17:00,135.11,135.11,135.03,135.05,135.16,
09/10/17 16:00,135.11,135.13,135.07,135.11,135.18,
09/10/17 15:00,135.13,135.17,134.98,135.11,135.18,
09/10/17 14:00,135.16,135.2,135.09,135.14,135.24,
09/10/17 13:00,135.17,135.24,135.11,135.16,135.39,135.16
09/10/17 12:00,135.16,135.21,135.02,135.18,135.39,134.52
09/10/17 11:00,135.24,135.26,135.15,135.16,135.39,134.52
09/10/17 10:00,135.27,135.34,135.2,135.24,135.39,134.52
09/10/17 09:00,135.39,135.41,135.26,135.27,,134.52
09/10/17 08:00,134.93,135.45,134.92,135.39,,134.52
09/10/17 07:00,134.64,135.04,134.61,134.94,134.73,134.28
06/10/17 17:00,134.72,134.75,134.52,134.52,134.73,134.28
06/10/17 16:00,134.64,134.83,134.61,134.73,,134.28
06/10/17 15:00,134.29,134.64,134.27,134.63,134.45,134.28
06/10/17 14:00,134.35,134.49,134.28,134.28,134.56,
06/10/17 13:00,134.4,134.52,134.28,134.36,134.56,134.36
06/10/17 12:00,134.45,134.51,134.35,134.4,134.56,134.36
06/10/17 11:00,134.56,134.56,134.41,134.45,134.73,134.36
06/10/17 10:00,134.34,134.61,134.34,134.56,134.73,
06/10/17 09:00,134.54,134.55,134.19,134.36,134.73,
06/10/17 08:00,134.68,134.73,134.53,134.53,134.82,
06/10/17 07:00,134.9,134.9,134.68,134.7,134.97,134.72
05/10/17 17:00,134.73,134.8,134.71,134.72,134.97,
05/10/17 16:00,134.81,134.87,134.7,134.73,134.97,134.73
05/10/17 15:00,134.97,135.06,134.71,134.82,,134.73
05/10/17 14:00,134.87,134.99,134.68,134.97,,134.42
05/10/17 13:00,134.76,134.92,134.68,134.88,,134.36
05/10/17 12:00,134.72,134.88,134.65,134.76,,133.95
05/10/17 11:00,134.41,134.73,134.4,134.73,,133.95
05/10/17 10:00,134.37,134.49,134.31,134.42,,133.95
05/10/17 09:00,133.95,134.41,133.95,134.36,134.16,
05/10/17 08:00,133.98,134.13,133.78,133.95,134.16,
05/10/17 07:00,134.17,134.2,133.86,133.97,134.37,134.13
04/10/17 17:00,134.13,134.14,134.04,134.13,134.55,
04/10/17 16:00,134.17,134.2,134.04,134.13,134.55,134.15
04/10/17 15:00,134.36,134.41,134.15,134.16,134.55,134.15
04/10/17 14:00,134.34,134.45,134.26,134.37,134.55,134.15
04/10/17 13:00,134.55,134.57,134.21,134.34,,134.15
04/10/17 12:00,134.38,134.62,134.38,134.55,134.54,134.15
04/10/17 11:00,134.21,134.43,134.17,134.39,134.54,134.15
04/10/17 10:00,134.15,134.26,134.07,134.21,134.54,
04/10/17 09:00,134.16,134.26,134.03,134.15,134.54,
04/10/17 08:00,134.36,134.49,134.02,134.17,134.54,134.31
04/10/17 07:00,134.46,134.53,134.33,134.37,134.54,134.31
03/10/17 17:00,134.42,134.48,134.41,134.41,134.54,134.16
03/10/17 16:00,134.54,134.54,134.36,134.43,,134.16
03/10/17 15:00,134.31,134.55,134.3,134.54,134.54,134.16
03/10/17 14:00,134.15,134.32,134.14,134.31,134.54,
03/10/17 13:00,134.27,134.28,134.12,134.16,134.54,
03/10/17 12:00,134.29,134.34,134.15,134.27,134.54,
03/10/17 11:00,134.41,134.44,134.28,134.3,134.54,
03/10/17 10:00,134.53,134.54,134.35,134.41,134.75,134.49
03/10/17 09:00,134.35,134.56,134.33,134.54,134.75,
03/10/17 08:00,134.53,134.65,134.33,134.36,134.75,134.49
03/10/17 07:00,134.36,134.55,134.3,134.54,134.75,
02/10/17 17:00,134.53,134.56,134.46,134.49,134.75,134.45
02/10/17 16:00,134.74,134.78,134.48,134.53,,134.45
02/10/17 15:00,134.46,134.78,134.42,134.75,134.67,134.45
02/10/17 14:00,134.66,134.68,134.46,134.46,,134.45
02/10/17 13:00,134.45,134.69,134.43,134.67,134.56,
02/10/17 12:00,134.55,134.57,134.41,134.45,134.56,
02/10/17 11:00,134.55,134.57,134.42,134.54,134.7,
02/10/17 10:00,134.56,134.65,134.5,134.56,135.08,
02/10/17 09:00,134.45,134.69,134.43,134.56,135.08,
02/10/17 08:00,134.7,134.7,134.42,134.45,135.08,
02/10/17 07:00,134.69,134.76,134.26,134.7,135.08,
29/09/17 17:00,135.08,135.12,134.9,134.9,135.15,134.84
29/09/17 16:00,135.02,135.11,134.93,135.08,135.26,134.84
29/09/17 15:00,134.84,135.02,134.77,135.02,135.26,
29/09/17 14:00,135.15,135.18,134.8,134.84,135.26,134.86
29/09/17 13:00,135.11,135.19,135.05,135.15,135.26,134.86
29/09/17 12:00,135.26,135.27,135.09,135.12,,134.86
29/09/17 11:00,135.25,135.41,135.24,135.26,,134.86
29/09/17 10:00,135.22,135.35,135.22,135.25,,134.86
29/09/17 09:00,135.19,135.22,135.08,135.21,,134.86
29/09/17 08:00,134.85,135.22,134.85,135.19,134.96,
29/09/17 07:00,134.99,134.99,134.8,134.86,,134.83
28/09/17 17:00,134.9,134.98,134.9,134.96,,134.57
28/09/17 16:00,134.87,135.01,134.85,134.91,,134.57
28/09/17 15:00,134.83,134.92,134.76,134.87,,134.57
28/09/17 14:00,134.64,134.89,134.64,134.83,,134.37
28/09/17 13:00,134.59,134.84,134.59,134.65,,134.29
28/09/17 12:00,134.6,134.64,134.44,134.57,,134.25
28/09/17 11:00,134.37,134.6,134.35,134.59,134.49,134.1
28/09/17 10:00,134.28,134.39,134.25,134.37,134.49,134.1
28/09/17 09:00,134.25,134.39,134.21,134.29,134.49,134.1
28/09/17 08:00,134.1,134.34,134.02,134.25,134.49,
28/09/17 07:00,134.26,134.28,134.05,134.1,134.49,
27/09/17 17:00,134.47,134.52,134.46,134.49,134.56,134.26
27/09/17 16:00,134.47,134.5,134.4,134.47,134.56,134.26
27/09/17 15:00,134.26,134.49,134.16,134.47,134.56,
27/09/17 14:00,134.31,134.39,134.21,134.26,134.56,
27/09/17 13:00,134.55,134.62,134.26,134.31,134.56,134.44
27/09/17 12:00,134.44,134.58,134.38,134.56,134.87,
27/09/17 11:00,134.5,134.51,134.42,134.44,135.03,
27/09/17 10:00,134.55,134.56,134.34,134.5,135.03,
27/09/17 09:00,134.88,134.88,134.44,134.54,135.03,134.74
27/09/17 08:00,134.95,134.99,134.77,134.87,135.03,134.74
27/09/17 07:00,134.99,135.1,134.87,134.94,135.03,134.74
26/09/17 17:00,134.92,135.04,134.88,135.03,134.99,134.74
26/09/17 16:00,134.84,134.99,134.83,134.92,134.99,134.74
26/09/17 15:00,134.73,134.9,134.73,134.84,134.99,
26/09/17 14:00,134.84,134.88,134.68,134.74,134.99,
26/09/17 13:00,134.91,135.01,134.82,134.84,134.99,134.86
26/09/17 12:00,134.97,135,134.87,134.91,134.99,134.79
26/09/17 11:00,135,135.01,134.88,134.96,135.05,134.79
26/09/17 10:00,134.85,135.02,134.75,134.99,135.05,134.79
26/09/17 09:00,134.79,134.96,134.74,134.86,135.05,
26/09/17 08:00,135.05,135.07,134.64,134.79,,134.98
26/09/17 07:00,135.04,135.13,135.01,135.05,135.05,134.98
25/09/17 17:00,135.03,135.09,134.97,134.99,135.05,134.98
25/09/17 16:00,135.06,135.15,135,135.03,135.16,134.98
25/09/17 15:00,134.99,135.1,134.93,135.05,135.16,134.98
25/09/17 14:00,135.01,135.03,134.81,134.98,135.16,
25/09/17 13:00,135.08,135.18,134.95,135,135.2,135.07
25/09/17 12:00,135.17,135.17,135.02,135.07,135.2,134.67
25/09/17 11:00,135.08,135.19,135.02,135.16,135.2,134.67
25/09/17 10:00,135.2,135.24,135.07,135.09,,134.67
25/09/17 09:00,134.85,135.25,134.85,135.2,135.05,134.67
25/09/17 08:00,134.67,134.9,134.49,134.85,135.05,
25/09/17 07:00,134.96,134.99,134.61,134.67,135.11,134.94
22/09/17 17:00,135.01,135.01,134.9,134.92,135.11,134.94
22/09/17 16:00,135.06,135.07,134.96,135.02,135.11,134.94
22/09/17 15:00,135.11,135.16,135.01,135.05,,134.94
22/09/17 14:00,134.95,135.13,134.9,135.11,135.06,134.9
22/09/17 13:00,134.95,134.99,134.89,134.96,135.06,134.9
22/09/17 12:00,134.95,134.98,134.89,134.94,135.06,134.9
22/09/17 11:00,134.91,135.08,134.9,134.94,135.17,134.9
22/09/17 10:00,134.96,135.04,134.88,134.9,135.17,134.91
22/09/17 09:00,135.05,135.12,134.97,134.97,,134.91
22/09/17 08:00,135.17,135.18,134.95,135.06,,134.91
22/09/17 07:00,135.01,135.22,134.99,135.17,135.04,134.91
21/09/17 17:00,134.95,134.97,134.86,134.91,135.04,134.84
21/09/17 16:00,135.04,135.12,134.94,134.94,,134.84
21/09/17 15:00,135.02,135.09,134.94,135.04,,134.82
21/09/17 14:00,135.02,135.06,134.85,135.01,,134.71
21/09/17 13:00,134.84,135.02,134.84,135.01,134.99,134.64
21/09/17 12:00,134.82,134.86,134.72,134.84,134.99,134.64
21/09/17 11:00,134.71,134.82,134.55,134.82,134.99,
21/09/17 10:00,134.63,134.86,134.61,134.71,135.48,
21/09/17 09:00,134.99,134.99,134.59,134.64,135.48,
21/09/17 08:00,134.94,135.08,134.88,134.99,135.48,
21/09/17 07:00,135.1,135.16,134.88,134.94,135.48,
20/09/17 17:00,135.38,135.49,135.36,135.48,135.59,
20/09/17 16:00,135.44,135.45,135.29,135.38,135.59,
20/09/17 15:00,135.45,135.49,135.38,135.45,135.67,
20/09/17 14:00,135.48,135.58,135.39,135.45,135.77,
20/09/17 13:00,135.58,135.65,135.48,135.48,135.81,
20/09/17 12:00,135.69,135.74,135.53,135.59,135.81,135.59
20/09/17 11:00,135.76,135.77,135.56,135.67,135.81,135.59
20/09/17 10:00,135.8,135.88,135.68,135.77,,135.59
20/09/17 09:00,135.61,135.82,135.6,135.81,135.66,135.59
20/09/17 08:00,135.59,135.64,135.47,135.6,135.66,
20/09/17 07:00,135.55,135.67,135.55,135.59,135.85,
19/09/17 17:00,135.67,135.67,135.54,135.64,135.85,135.41
19/09/17 16:00,135.56,135.68,135.46,135.66,135.85,135.41
19/09/17 15:00,135.69,135.69,135.49,135.56,135.85,135.41
19/09/17 14:00,135.85,135.86,135.66,135.69,,135.41
19/09/17 13:00,135.78,135.86,135.71,135.85,,135.41
19/09/17 12:00,135.52,135.79,135.51,135.78,,135.37
19/09/17 11:00,135.42,135.53,135.35,135.52,135.48,135.37
19/09/17 10:00,135.48,135.52,135.4,135.41,,135.36
19/09/17 09:00,135.37,135.54,135.29,135.48,135.39,135.36
19/09/17 08:00,135.38,135.48,135.28,135.37,135.39,135.23
19/09/17 07:00,135.34,135.47,135.34,135.38,135.68,135.23
18/09/17 17:00,135.35,135.4,135.32,135.39,135.68,135.23
18/09/17 16:00,135.22,135.36,135.22,135.36,135.68,
18/09/17 15:00,135.36,135.43,135.2,135.23,135.68,
18/09/17 14:00,135.47,135.47,135.3,135.35,135.74,
18/09/17 13:00,135.65,135.65,135.41,135.47,135.95,135.28
18/09/17 12:00,135.68,135.72,135.59,135.65,135.95,135.28
18/09/17 11:00,135.74,135.78,135.63,135.68,135.95,135.28
18/09/17 10:00,135.95,135.97,135.74,135.74,,135.28
18/09/17 09:00,135.82,136.01,135.78,135.95,,135.28
18/09/17 08:00,135.36,135.83,135.34,135.82,135.52,135.26
18/09/17 07:00,135.32,135.47,135.27,135.36,135.52,135.26
15/09/17 17:00,135.29,135.32,135.27,135.28,135.52,135.26
15/09/17 16:00,135.25,135.31,135.2,135.29,135.52,
15/09/17 15:00,135.37,135.37,135.16,135.26,135.52,135.29
15/09/17 14:00,135.53,135.56,135.28,135.38,135.63,135.29
15/09/17 13:00,135.3,135.53,135.28,135.52,135.63,135.29
15/09/17 12:00,135.46,135.48,135.2,135.29,135.63,
15/09/17 11:00,135.48,135.51,135.29,135.46,135.63,
15/09/17 10:00,135.62,135.64,135.3,135.48,135.63,135.56
15/09/17 09:00,135.59,135.68,135.55,135.63,,135.56
15/09/17 08:00,135.59,135.61,135.45,135.59,,135.54
15/09/17 07:00,135.53,135.68,135.53,135.58,135.55,
14/09/17 17:00,135.55,135.58,135.51,135.56,,135.46
14/09/17 16:00,135.55,135.59,135.42,135.56,,135.46
14/09/17 15:00,135.55,135.6,135.45,135.55,135.75,135.46
14/09/17 14:00,135.54,135.6,135.42,135.54,135.75,135.46
14/09/17 13:00,135.46,135.64,135.32,135.54,135.75,
14/09/17 12:00,135.56,135.61,135.42,135.46,135.75,
14/09/17 11:00,135.62,135.64,135.4,135.56,135.75,
14/09/17 10:00,135.76,135.77,135.6,135.62,135.82,135.67
14/09/17 09:00,135.67,135.84,135.66,135.75,135.82,
14/09/17 08:00,135.68,135.72,135.54,135.67,135.82,135.54
14/09/17 07:00,135.7,135.73,135.45,135.67,135.82,135.54
13/09/17 17:00,135.78,135.84,135.77,135.82,,135.54
13/09/17 16:00,135.62,135.8,135.59,135.79,135.7,135.54
13/09/17 15:00,135.53,135.67,135.53,135.62,135.7,
13/09/17 14:00,135.7,135.78,135.54,135.54,135.95,135.68
13/09/17 13:00,135.68,135.86,135.66,135.7,136.1,
13/09/17 12:00,135.68,135.76,135.54,135.68,136.1,
13/09/17 11:00,135.95,135.96,135.67,135.68,136.1,135.9
13/09/17 10:00,135.9,135.95,135.8,135.95,136.1,
13/09/17 09:00,136.1,136.13,135.85,135.9,,135.93
13/09/17 08:00,135.93,136.14,135.92,136.1,136.24,
13/09/17 07:00,135.95,136.01,135.86,135.94,136.24,135.93
12/09/17 17:00,135.94,135.97,135.87,135.95,136.4,
12/09/17 16:00,136.01,136.06,135.83,135.93,136.4,
12/09/17 15:00,136.24,136.29,135.94,136.01,136.4,
12/09/17 14:00,136.4,136.41,136.21,136.24,136.41,136.35
12/09/17 13:00,136.38,136.5,136.34,136.4,136.53,136.35
12/09/17 12:00,136.35,136.42,136.34,136.39,136.53,
12/09/17 11:00,136.42,136.47,136.33,136.35,136.53,
12/09/17 10:00,136.52,136.54,136.41,136.41,136.69,136.44
12/09/17 09:00,136.51,136.57,136.37,136.53,136.69,136.44
12/09/17 08:00,136.51,136.65,136.46,136.52,136.69,136.44
12/09/17 07:00,136.69,136.7,136.5,136.51,,136.44
11/09/17 17:00,136.7,136.74,136.62,136.67,136.89,136.44
11/09/17 16:00,136.53,136.7,136.52,136.69,136.89,136.44
11/09/17 15:00,136.44,136.62,136.43,136.53,136.89,
11/09/17 14:00,136.54,136.56,136.37,136.44,136.89,
11/09/17 13:00,136.75,136.75,136.49,136.54,136.93,136.68
11/09/17 12:00,136.8,136.82,136.68,136.75,136.93,136.68
11/09/17 11:00,136.89,136.89,136.77,136.81,136.93,136.68
11/09/17 10:00,136.93,137,136.85,136.89,,136.68
11/09/17 09:00,136.74,136.94,136.73,136.93,,136.68
11/09/17 08:00,136.69,136.9,136.69,136.74,136.73,136.54
11/09/17 07:00,136.68,136.92,136.57,136.7,136.73,136.54
08/09/17 17:00,136.71,136.78,136.62,136.68,136.77,136.47
08/09/17 16:00,136.7,136.73,136.62,136.73,136.77,136.47
08/09/17 15:00,136.54,136.72,136.48,136.7,136.77,136.47
08/09/17 14:00,136.48,136.62,136.41,136.54,136.77,
08/09/17 13:00,136.7,136.77,136.43,136.47,136.82,
08/09/17 12:00,136.76,136.79,136.65,136.71,137.33,
08/09/17 11:00,136.58,136.8,136.55,136.77,137.33,
08/09/17 10:00,136.82,136.91,136.54,136.58,137.33,
08/09/17 09:00,137.09,137.22,136.78,136.82,137.33,136.93
08/09/17 08:00,137.33,137.33,137,137.08,,136.93
08/09/17 07:00,137.7,137.81,137.28,137.33,,136.93
07/09/17 17:00,137.23,137.31,137.2,137.26,,136.22
07/09/17 16:00,137.21,137.5,137.19,137.24,,136.22
07/09/17 15:00,136.94,137.24,136.91,137.21,,136.22
07/09/17 14:00,136.71,136.95,136.59,136.93,,136.08
07/09/17 13:00,136.22,136.75,136.22,136.72,,135.91
07/09/17 12:00,136.25,136.31,136.13,136.22,,135.77
07/09/17 11:00,136.08,136.31,136.08,136.24,,135.77
07/09/17 10:00,135.91,136.09,135.91,136.08,136.05,135.77
07/09/17 09:00,135.76,136.01,135.76,135.91,136.05,
07/09/17 08:00,135.82,135.88,135.74,135.77,136.05,
07/09/17 07:00,135.93,135.94,135.72,135.83,136.05,135.89
06/09/17 17:00,135.9,136.12,135.86,135.95,136.18,135.89
06/09/17 16:00,135.93,135.97,135.84,135.89,136.18,
06/09/17 15:00,136.04,136.1,135.85,135.94,136.18,
06/09/17 14:00,136.19,136.21,136.03,136.05,,136.1
06/09/17 13:00,136.14,136.22,136.1,136.18,136.22,136.1
06/09/17 12:00,136.1,136.16,136.05,136.13,136.22,
06/09/17 11:00,136.16,136.21,136.05,136.11,136.22,136.1
06/09/17 10:00,136.1,136.34,136.07,136.16,136.27,
06/09/17 09:00,136.21,136.28,136.06,136.1,136.27,
06/09/17 08:00,136.22,136.39,136.21,136.22,136.27,136.21
06/09/17 07:00,136.36,136.36,136.16,136.21,,135.97
05/09/17 17:00,136.24,136.38,136.24,136.27,,135.97
05/09/17 16:00,136.23,136.31,136.19,136.25,,135.75
05/09/17 15:00,136.09,136.42,136.01,136.24,,135.75
05/09/17 14:00,135.98,136.16,135.96,136.08,,135.75
05/09/17 13:00,135.84,136.04,135.79,135.97,,135.65
05/09/17 12:00,135.75,135.91,135.75,135.84,135.76,135.55
05/09/17 11:00,135.82,135.82,135.71,135.75,,135.55
05/09/17 10:00,135.66,135.86,135.66,135.81,135.76,135.55
05/09/17 09:00,135.56,135.73,135.53,135.65,135.76,135.55
05/09/17 08:00,135.67,135.67,135.44,135.55,135.76,135.6
05/09/17 07:00,135.7,135.79,135.61,135.68,135.76,135.6
04/09/17 17:00,135.77,135.78,135.73,135.74,,135.6
04/09/17 16:00,135.67,135.76,135.65,135.76,,135.59
04/09/17 15:00,135.61,135.69,135.57,135.67,135.63,135.45
04/09/17 14:00,135.63,135.7,135.56,135.6,,135.45
04/09/17 13:00,135.57,135.68,135.52,135.65,135.63,135.45
04/09/17 12:00,135.45,135.6,135.45,135.59,135.63,135.28
04/09/17 11:00,135.58,135.63,135.45,135.45,135.63,135.28
04/09/17 10:00,135.65,135.71,135.55,135.55,,135.28
04/09/17 09:00,135.54,135.63,135.49,135.63,,135.21
04/09/17 08:00,135.29,135.54,135.28,135.54,,135.19
04/09/17 07:00,135.42,135.45,135.28,135.28,,135.19
01/09/17 17:00,135.22,135.37,135.22,135.36,135.28,135.19
01/09/17 16:00,135.19,135.29,135.17,135.21,135.28,135.14
01/09/17 15:00,135.26,135.31,135.08,135.19,135.28,135.14
01/09/17 14:00,135.26,135.36,135.23,135.28,135.84,135.14
01/09/17 13:00,135.15,135.54,135.15,135.27,135.84,135.14
01/09/17 12:00,135.19,135.23,135.04,135.14,135.84,
01/09/17 11:00,135.52,135.52,135.2,135.2,135.84,
01/09/17 10:00,135.81,135.81,135.53,135.53,135.84,135.59
01/09/17 09:00,135.8,135.87,135.8,135.84,,135.59
01/09/17 08:00,135.77,135.91,135.75,135.78,,135.59
01/09/17 07:00,135.6,135.82,135.59,135.79,135.75,135.59
31/08/17 17:00,135.59,135.68,135.59,135.68,135.75,135.58
31/08/17 16:00,135.56,135.63,135.51,135.63,135.75,
31/08/17 15:00,135.76,135.79,135.59,135.59,,135.58
31/08/17 14:00,135.56,135.76,135.54,135.75,135.61,135.15
31/08/17 13:00,135.55,135.61,135.51,135.58,135.61,134.97
31/08/17 12:00,135.62,135.62,135.53,135.58,,134.97
31/08/17 11:00,135.17,135.63,135.17,135.61,,134.97
31/08/17 10:00,135.12,135.16,135.1,135.15,,134.97
31/08/17 09:00,134.97,135.13,134.97,135.12,135.09,
31/08/17 08:00,135.05,135.13,134.97,134.97,135.09,
31/08/17 07:00,135.05,135.11,135.02,135.09,135.07,134.98
30/08/17 17:00,135.1,135.1,135.05,135.07,135.13,134.98
30/08/17 16:00,135.06,135.06,135.03,135.05,135.13,
30/08/17 15:00,135,135.06,135,135.06,135.13,
30/08/17 14:00,134.99,135.08,134.98,134.98,135.13,
30/08/17 13:00,135.12,135.12,135.03,135.05,135.19,
30/08/17 12:00,135.13,135.14,135.08,135.13,135.25,
30/08/17 11:00,135.08,135.17,135.06,135.13,135.25,
30/08/17 10:00,135.17,135.17,135.01,135.06,135.25,134.86
30/08/17 09:00,135.17,135.24,135.14,135.19,135.25,134.86
30/08/17 08:00,135.15,135.24,135.09,135.18,135.25,134.86
30/08/17 07:00,135.08,135.18,135.06,135.17,135.25,134.86
29/08/17 16:00,135.2,135.25,135.17,135.25,,134.86
29/08/17 15:00,135.05,135.13,135.02,135.12,,134.84
29/08/17 14:00,134.84,135,134.84,134.98,134.87,
29/08/17 13:00,134.88,134.93,134.87,134.87,,134.78
29/08/17 12:00,134.88,134.88,134.86,134.86,,
29/08/17 11:00,134.93,134.93,134.84,134.84,,
29/08/17 10:00,134.8,134.89,134.8,134.87,,
29/08/17 09:00,134.78,134.91,134.74,134.78,,
29/08/17 08:00,135,135.02,134.79,134.79,,
29/08/17 07:00,134.98,135.2,134.9,135.09,,
